lugar de interes,distancia min,estacion bici max,direccion de lugar de interes,bicis disponibles
Subdirección General de Estadística,67.33415775377159,Calle Prim nº 2,CALLE AUGUSTO FIGUEROA 36 PLANTA 1ª,24
Subdirección General de Familia e Infancia,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41 PLANTA Baja,4
"Subdirección General de Gestión Económica. Área de Gobierno de Vicealcaldía, Portavoz, Seguridad y Emergencias",70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA 2,4
Subdirección General de Inspección Tributaria,40.226852029882274,Plaza del Cordón,CALLE SACRAMENTO 1,12
Subdirección General de Patrimonio Municipal del Suelo,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA 4ª,14
Subdirección General de Responsabilidad Patrimonial,33.94713656987756,Calle Prim nº 2,"CALLE BARQUILLO 17 (entrada por c/ Augusto Figueroa nº 36) PLANTA 2ª Entrada por calle Augusto Figueroa, 36",24
Subdirección General de SAMUR - Protección Civil,1635.3859805269417,Calle Caramuel nº 51,RONDA PROVINCIAS 7,7
Subdirección General de Secretaría General,81.54593642112701,Plaza del Cordón,PLAZA VILLA 4,12
Tanatorio de Madrid M-30,162.98497408735685,Calle Derechos Humanos nº 12,CALLE SALVADOR DE MADARIAGA 11,7
Teatro Auditorio Casa de Campo,1427.839483638126,Plaza Puerta del Ángel nº 4,AVENIDA PRINCIPAL 9,17
Teatro Circo Price,77.76458253000932,Ronda de Atocha nº 34,RONDA ATOCHA 35,22
Teatro Español,76.32902219163714,Plaza de Santa Ana nº 10,CALLE PRINCIPE 25,23
Teatro Municipal de Vallecas,2847.2936536941747,Calle Hacienda de Pavones nº 342,CALLE PASO DE VILLAMANRIQUE 3,18
Teatro Quique San Francisco,224.47011990353843,Calle Fernando el Católico nº 19,CALLE GALILEO 39,12
Templete 'José Menese',304.87262629790825,Plaza Puerta del Ángel nº 4,PLAZA HUARTE DE SAN JUAN 1,17
Tesorería Municipal,33.94713656987756,Calle Prim nº 2,CALLE BARQUILLO 17 PLANTA 3ª,24
Tetuán. Unidad de Participación Ciudadana y Cooperación Público Social,468.0702668998503,Calle Azucenas nº 1,CALLE BRAVO MURILLO 357 Junta Municipal del Distrito de Tetuán,12
Tribunal Económico - Administrativo Municipal de Madrid (TEAMM),143.52040609088283,Calle Segovia nº 26,CALLE MAYOR 83,9
Unidad de Códigos de Buenas Prácticas de consumo,70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140,4
Unidad de Estancias Breves Hermanos Álvarez Quintero,177.7258711189255,Calle Santa Engracia nº 14,CALLE HERMANOS ALVAREZ QUINTERO 7,16
Unidad de Vertidos,140.80620275519507,Plaza Cibeles,CALLE MONTALBAN 1 Palacio de Cibeles,21
Unidad móvil Madroño,529.6691705374357,Paseo de la Florida nº 8,PASEO REY 36 Junto al albergue de San Isidro,22
Unión de Ciudades Capitales Iberoamericanas (UCCI),141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 2.ª,21
Usera. Unidad Participación Ciudadana y Cooperación Público Social,1374.8392400822631,Calle San Delfín nº 9,AVENIDA RAFAELA YBARRA 41 Junta Municipal del Distrito de Usera.,17
Vicálvaro. Unidad de Participación Ciudadana y Cooperación Público Social,3084.20718675098,Calle Hacienda de Pavones nº 342,AVENIDA REAL 12,18
Villa de Vallecas. Unidad de Participación Ciudadana y Cooperación Público Social,2803.7023853848773,Calle Hacienda de Pavones nº 342,PASEO FEDERICO GARCIA LORCA 12 Junta Municipal del Distrito de Villa de Vallecas.,18
Villaverde. Unidad de Participación Ciudadana y Cooperación Público-Social,4601.985733021382,Calle Antonio López nº 129,CALLE ARROYO BUENO 53 Junta Municipal del Distrito de Villaverde.,19
Vivero de empresas de Carabanchel,4631.1195766538785,Glorieta Marqués de Vadillo nº 9,CALLE CIDRO 3,5
Vivero de empresas de Moratalaz,239.23161787528426,Calle Camino de los Vinateros nº 108,CALLE CAMINO DE LOS VINATEROS 106,18
Vivero de empresas de Puente de Vallecas,1581.3121167834154,Calle Arroyo del Olivar nº 6,CALLE LA DILIGENCIA 9,24
Vivero de empresas de San Blas,3670.695641000064,Calle Gutierre de Cetina nº 77,CALLE ALCALA 586 PLANTA 4ª y 5ª,6
Vivero de empresas de Vicálvaro,4016.8707572136905,Calle Hacienda de Pavones nº 342,CALLE VILLABLANCA 85,18
Vivero de empresas de Villaverde,3417.1847339083556,Calle Sodio nº 1B,AVENIDA OROVILLA 54,11
Zoo - Aquarium de Madrid,3635.7993736298085,Calle Caramuel nº 51,CARRETERA ZOO 3,7
Área Delegada de Deporte,114.97348336793422,Calle San Vicente Ferrer nº 64,CALLE SAN BERNARDO 68 PLANTA 5,21
Área Delegada de Innovación y Emprendimiento,70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA 4ª,4
Área Delegada de Turismo,141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 4ª,21
"Área de Gobierno de  Cultura, Turismo  y Deporte",141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 4,21
"Área de Gobierno de Economía, Innovación y Hacienda",92.361341910865,Calle Alcalá nº 49,CALLE ALCALA 45,30
Área de Gobierno de Obras y Equipamientos,92.361341910865,Calle Alcalá nº 49,CALLE ALCALA 45 PLANTA 3,30
"Área de Gobierno de Políticas Sociales, Familia e Igualdad",215.06446676005277,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Área de Gobierno de Políticas de Vivienda,4039.1815070623934,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21,14
"Área de Gobierno de Urbanismo, Medio Ambiente y Movilidad",4039.1815070623934,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 Edificio Apot. Sede de Urbanismo,14
"Área de Gobierno de Vicealcaldía, Portavoz, Seguridad y Emergencias",141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 5,21
